,page,country,rev_id,quality,Population
27201,John Fabriacus,Italy,717530372,Stub,60296000
27202,Puccio Pucci (politician),Italy,717575032,Stub,60296000
27203,Riccardo Sarfatti,Italy,717625035,Start,60296000
27204,Vittorio Claudio Surdo,Italy,717906730,Stub,60296000
27205,Alvise Pisani,Italy,718131109,Stub,60296000
27206,Bartolomeo Panciatichi,Italy,718400728,Start,60296000
27207,Pandolfo Savelli,Italy,718450827,Stub,60296000
27208,Ulisse Dini,Italy,718606666,C,60296000
27209,Angelo Vassallo,Italy,718776009,Stub,60296000
27210,Elio Vito,Italy,718958697,Stub,60296000
27211,Francesco Vettori,Italy,719059117,Stub,60296000
27212,Giustino Fortunato,Italy,719937371,Start,60296000
27213,Monaldo Leopardi,Italy,719988911,Stub,60296000
27214,Girolamo Simoncelli (1817–1852),Italy,720340518,Stub,60296000
27215,Lucio D'Ubaldo,Italy,720507685,Stub,60296000
27216,Girolamo Cappello,Italy,720518143,Stub,60296000
27217,Corrado Clini,Italy,720924947,Start,60296000
27218,Piero Gnudi,Italy,720929905,Start,60296000
27219,Giovanni Battista Balbis,Italy,721056103,Stub,60296000
27220,Manfredo Manfredi,Italy,721135001,Stub,60296000
27221,Luigi Pizzardi,Italy,721205135,Stub,60296000
27222,Camillo Casarini,Italy,721250736,Stub,60296000
27223,Guido Carli,Italy,721604280,Stub,60296000
27224,Maria Rygier,Italy,721669643,Start,60296000
27225,Augusto Pierantoni,Italy,721703490,Start,60296000
27226,Tommaso Bisagno,Italy,722362435,Stub,60296000
27227,Massimo Andrea Leggeri,Italy,722586904,Stub,60296000
27228,Gratus (consul 280),Italy,722956416,Stub,60296000
27229,Vettius Gratus (consul 250),Italy,722956986,Stub,60296000
27230,List of Italian convicted MPs,Italy,723183335,C,60296000
27231,Cicco Simonetta,Italy,723577845,B,60296000
27232,Pompeo Gabrielli,Italy,723640156,Start,60296000
27233,Vincenzo Fontana (politician),Italy,724288447,Stub,60296000
27234,Mino Celsi,Italy,725363564,Stub,60296000
27235,Angelo Raffaele Dinardo,Italy,725369423,Stub,60296000
27236,Filippo Mariotti,Italy,725392930,Stub,60296000
27237,Gabriele Adinolfi,Italy,725622613,Start,60296000
27238,Ermanno Gorrieri,Italy,726263404,Stub,60296000
27239,Niccolò Ghedini,Italy,726535415,Stub,60296000
27240,Francesco II Sforza,Italy,726681143,Start,60296000
27241,Samuel Alatri,Italy,726751530,Start,60296000
27242,Antonio Aldini,Italy,727133582,Stub,60296000
27243,Leone Wollemborg,Italy,727404597,Start,60296000
27244,Henri Cernuschi,Italy,727617316,Start,60296000
27245,Bonincontro Morigia,Italy,727837605,Start,60296000
27246,Renzo Marangon,Italy,728839543,Stub,60296000
27247,"Gennaro Spinelli, Prince of Cariati",Italy,729001576,Start,60296000
27248,Giovanni II Participazio,Italy,729693747,Stub,60296000
27249,Giovanni I Participazio,Italy,729693756,Stub,60296000
27250,Giovanni Battista Sommariva,Italy,729991639,Stub,60296000
27251,List of Italian politicians,Italy,730014800,Stub,60296000
27252,Maria Goia,Italy,732070138,Stub,60296000
27253,Giovanni Conti (politician),Italy,732155571,Stub,60296000
27254,Giovanni Paradisi,Italy,732466394,Stub,60296000
27255,Loris Fortuna,Italy,733078880,Start,60296000
27256,Bonaldo Stringher,Italy,733101881,Start,60296000
27257,Secretary of the Democrats of the Left,Italy,733597051,Stub,60296000
27258,Sallustio Bandini,Italy,733787955,Stub,60296000
27259,Ugo da Parlascio Ebriaco,Italy,733990419,Stub,60296000
27260,Pietro Moscati,Italy,734550538,Start,60296000
27261,Emidio Massi,Italy,735557367,Stub,60296000
27262,Cesare Procaccini,Italy,737272019,Stub,60296000
27263,Filippo Strozzi the Elder,Italy,737800614,Start,60296000
27264,Pietro Grimani,Italy,737930830,Stub,60296000
27265,Quirico Filopanti,Italy,738101868,Start,60296000
27266,Giuseppe Ferrari (philosopher),Italy,738338464,Start,60296000
27267,Luigi Scotti,Italy,738730924,Stub,60296000
27268,Alessandro Minuto-Rizzo,Italy,739000454,Stub,60296000
27269,Marco Bertolotto,Italy,739163481,Start,60296000
27270,Leandro Arpinati,Italy,739482431,Start,60296000
27271,Giovanni Maria Flick,Italy,740299216,Start,60296000
27272,Renzo Bossi,Italy,741352261,Start,60296000
27273,Antonio Beretta,Italy,741628450,Stub,60296000
27274,Alberic II of Spoleto,Italy,741660267,Stub,60296000
27275,Ferdinando Marescalchi,Italy,742702236,Start,60296000
27276,Rinaldo Del Bo,Italy,742871239,Stub,60296000
27277,Osvaldo Gnocchi-Viani,Italy,743980377,C,60296000
27278,Giacomo Durazzo,Italy,744026154,Start,60296000
27279,Silvio Benigno Crespi,Italy,744502194,Start,60296000
27280,Antonio Casertano,Italy,744544581,Stub,60296000
27281,Darko Bratina,Italy,744651833,Start,60296000
27282,Giovanni Caracciolo,Italy,745609966,Start,60296000
27283,Giuseppe Soncini,Italy,746038313,Start,60296000
27284,Niccolò da Uzzano,Italy,746111966,Stub,60296000
27285,Cesare Seassaro,Italy,746425514,Stub,60296000
27286,Antonio Tacconi,Italy,748402946,Stub,60296000
27287,Oreste Scalzone,Italy,748635474,Start,60296000
27288,Bruno Bernabei,Italy,748693568,Stub,60296000
27289,Bruno Dettori,Italy,748695635,Stub,60296000
27290,Luigi de' Medici,Italy,748922995,Stub,60296000
27291,Gian Marco Centinaio,Italy,749221141,Stub,60296000
27292,Angelo Geraldini,Italy,749467337,Start,60296000
27293,Ania Pieroni,Italy,749684404,Start,60296000
27294,Giacomo Natoli,Italy,749827616,Stub,60296000
27295,Carlo Emanuele Muzzarelli,Italy,750151708,Start,60296000
27296,Giovanni Preziosi,Italy,750595459,C,60296000
27297,Giovanni II Cornaro,Italy,750620750,Stub,60296000
27298,Giorgio Stracquadanio,Italy,750740165,Start,60296000
27299,Deborah Bergamini,Italy,751373003,Start,60296000
27300,"Carlo Felice Nicolis, conte di Robilant",Italy,751443236,Start,60296000
27301,Roberto Sajeva,Italy,752118238,Stub,60296000
27302,Ugo Rossi,Italy,753192643,Stub,60296000
27303,Stefano Porcari,Italy,753457639,Start,60296000
27304,Silvio Arrivabene Valenti Gonzaga,Italy,754591164,Stub,60296000
27305,Vito Bonsignore,Italy,755153798,Start,60296000
27306,Pietro Ingrao,Italy,755347307,Start,60296000
27307,Giovanni Galbaio,Italy,756420057,Start,60296000
27308,Vito Nunziante,Italy,756795147,Start,60296000
27309,Ezio Bartalini,Italy,757047740,Stub,60296000
27310,Giuseppe Ayala,Italy,757344991,Stub,60296000
27311,Franco Bassanini,Italy,757344999,Start,60296000
27312,Massimo Cialente,Italy,757345012,Stub,60296000
27313,Giuseppe Civati,Italy,757345016,Stub,60296000
27314,Carlo Carli (Italian politician),Italy,757345023,Stub,60296000
27315,Francesco Giacobbe,Italy,757345034,Stub,60296000
27316,Vito De Filippo,Italy,757345039,Stub,60296000
27317,Corradino Mineo,Italy,757345047,Stub,60296000
27318,Paolo Di Laura Frattura,Italy,757345048,Stub,60296000
27319,Luigi Lusi,Italy,757345071,Stub,60296000
27320,Jean-Léonard Touadi,Italy,757345079,Stub,60296000
27321,Lia Quartapelle,Italy,757345258,Start,60296000
27322,Alessia Morani,Italy,757538602,Stub,60296000
27323,Donatella Albano,Italy,757538699,Stub,60296000
27324,Maria Rita Lorenzetti,Italy,757538816,Stub,60296000
27325,Silvana Amati,Italy,757538918,Stub,60296000
27326,Lorenzo Acquarone,Italy,757560755,Stub,60296000
27327,Giuseppe Fioroni,Italy,757560766,Stub,60296000
27328,Federico Comandini,Italy,757560845,Stub,60296000
27329,Tristano Codignola,Italy,757560852,Stub,60296000
27330,Nicola Adamo,Italy,757560913,Stub,60296000
27331,Giovanni Gallo,Italy,757560937,Stub,60296000
27332,Ferruccio Ghinaglia,Italy,757560941,Start,60296000
27333,Lucio Magri,Italy,757560956,Start,60296000
27334,Concetto Marchesi,Italy,757560969,Stub,60296000
27335,Vittorio Badini Confalonieri,Italy,757561087,Stub,60296000
27336,Raffaele De Caro,Italy,757561091,Stub,60296000
27337,Piero Aiello,Italy,757561292,Stub,60296000
27338,Nicola Di Girolamo,Italy,757561304,Stub,60296000
27339,Ugo Cappellacci,Italy,757561316,Stub,60296000
27340,Maurizio Gasparri,Italy,757561327,Start,60296000
27341,Lucio Malan,Italy,757561329,Stub,60296000
27342,Ugo Intini,Italy,757561460,Stub,60296000
27343,Luigi Preti,Italy,757561467,Stub,60296000
27344,Italo Viglianesi,Italy,757561470,Stub,60296000
27345,Giuseppe Lumia,Italy,757561560,Start,60296000
27346,Arcangelo Sannicandro,Italy,757634476,Stub,60296000
27347,Angelo Buizza,Italy,757634596,Stub,60296000
27348,Vincenzino Culicchia,Italy,757634600,Stub,60296000
27349,Francesco Parisi (politician),Italy,757634609,Stub,60296000
27350,Gualtiero Driussi,Italy,757634611,Stub,60296000
27351,Fernando Di Laura Frattura,Italy,757634620,Stub,60296000
27352,Carlo Alberto Tesserin,Italy,757634637,Stub,60296000
27353,Attilio Piccioni,Italy,757634638,Stub,60296000
27354,Franco Restivo,Italy,757634644,Stub,60296000
27355,Giuseppe Medici,Italy,757634651,Stub,60296000
27356,Cesare Merzagora,Italy,757634653,Stub,60296000
27357,Francesco Carmelo Salerno,Italy,757634664,Stub,60296000
27358,Paolo Micolini,Italy,757634684,Stub,60296000
27359,Attilio Ruffini,Italy,757634690,Stub,60296000
27360,Giustina Destro,Italy,757665359,Start,60296000
27361,Renata Polverini,Italy,757665464,Start,60296000
27362,Marta Vincenzi,Italy,757665709,Start,60296000
27363,Vittorio Casarin,Italy,757857178,Stub,60296000
27364,Raffaele Grazia,Italy,757953374,Stub,60296000
27365,Giuseppe Perrucchetti,Italy,757978787,Start,60296000
27366,Carlo Gariglio,Italy,758044477,Stub,60296000
27367,Renato Ruggiero,Italy,758081006,Start,60296000
27368,Niccolò di Buonaccorso,Italy,758259218,Start,60296000
27369,"Scipione Borghese, 10th Prince of Sulmona",Italy,758539233,Start,60296000
27370,"Leopoldo de Gregorio, Marquis of Squillace",Italy,758878804,Start,60296000
27371,Ombretta Colli,Italy,759487151,Start,60296000
27372,Ottaviano Canevari,Italy,759545112,Stub,60296000
27373,Giosuè Fiorentino,Italy,759611796,Stub,60296000
27374,Giovanni Roberti,Italy,759620946,Stub,60296000
27375,Giacinto Menotti Serrati,Italy,759675469,Stub,60296000
27376,Carlo Troya,Italy,759681695,C,60296000
27377,Massimo Tononi,Italy,760526926,Start,60296000
27378,Angelo Alessandri,Italy,761137432,Stub,60296000
27379,Stefano Colonna,Italy,761670535,Stub,60296000
27380,Gianni De Michelis,Italy,761967743,Start,60296000
27381,Paolo Barelli,Italy,762200755,Start,60296000
27382,Pasquale Malipiero,Italy,762676408,Stub,60296000
27383,Giuseppe Salvatore Bellusci,Italy,762765354,Stub,60296000
27384,Francesco Colitto,Italy,763050612,Stub,60296000
27385,Pietro Lunardi,Italy,763453139,Stub,60296000
27386,Giuseppe De Falco,Italy,763537655,Stub,60296000
27387,Alberto Tarchiani,Italy,763631520,Stub,60296000
27388,Giuseppe Grassi (politician),Italy,763872182,Stub,60296000
27389,List of governors of the Province of Trieste,Italy,764023810,Start,60296000
27390,Filippo Mancuso,Italy,764168051,Stub,60296000
27391,Luigi Gui,Italy,764182044,Stub,60296000
27392,Manlio Brosio,Italy,764189046,Start,60296000
27393,Eleonora Forenza,Italy,764337712,Stub,60296000
27394,Domenico Rossi (general),Italy,764364852,Stub,60296000
27395,Mercedes Bresso,Italy,764378754,Start,60296000
27396,Monica Cirinnà,Italy,764443711,Stub,60296000
27397,Giorgio Sonnino,Italy,765120001,Stub,60296000
27398,Antonio Martino,Italy,765409105,Start,60296000
27399,Pietro Tradonico,Italy,765543217,Start,60296000
27400,Jovian Ceparius,Italy,765795169,Stub,60296000
27401,Marcello Tegalliano,Italy,765801575,Stub,60296000
27402,Leopoldo Torlonia,Italy,765932192,Stub,60296000
27403,Silvano Miniati,Italy,766284982,Stub,60296000
27404,Paola Binetti,Italy,766303196,Start,60296000
27405,Giuliano Volpe,Italy,766422362,Stub,60296000
27406,Marta Grande,Italy,766502496,Start,60296000
27407,Giancarlo Abete,Italy,766507239,Stub,60296000
27408,Gaetano De Sanctis,Italy,767089135,Stub,60296000
27409,Enrico Cialdini,Italy,767531891,Start,60296000
27410,Giorgio Frassineti,Italy,767652535,Start,60296000
27411,Luca Romagnoli,Italy,767937163,Start,60296000
27412,Flaminio Piccoli,Italy,768022653,Stub,60296000
27413,Nello Formisano,Italy,768072213,Stub,60296000
27414,Paolo Cirino Pomicino,Italy,768192522,Start,60296000
27415,Giuseppe Drago,Italy,768561517,Stub,60296000
27416,Giampiero Catone,Italy,768826125,Start,60296000
27417,Umberto Klinger,Italy,769521917,B,60296000
27418,Giuseppe Ciarrapico,Italy,769835530,Start,60296000
27419,Massimo Morsello,Italy,769862052,Start,60296000
27420,Vincenzo Carollo,Italy,770131732,Stub,60296000
27421,Salvatore Chiantia,Italy,770305547,Stub,60296000
27422,Pasquale Villari,Italy,770333236,Start,60296000
27423,Catiuscia Marini,Italy,770473812,Stub,60296000
27424,Luigi Gasparotto,Italy,770918314,Stub,60296000
27425,Emilio Sereni,Italy,770918972,Stub,60296000
27426,Gustavo Ponza di San Martino,Italy,771194789,Stub,60296000
27427,Luigi Mercatelli,Italy,771197530,Stub,60296000
27428,Vincenzo Filonardi,Italy,771197852,Stub,60296000
27429,Paolo Renier,Italy,771227679,Stub,60296000
27430,Giovanni di Bardo Corsi,Italy,771353238,Start,60296000
27431,Pietro Soddu,Italy,771448847,Stub,60296000
27432,Francesco Ferrari (senator),Italy,771449055,Stub,60296000
27433,Antonio Angelucci,Italy,771478048,Stub,60296000
27434,Francesco Schittulli,Italy,771531526,Start,60296000
27435,Giuseppe Pericu,Italy,771584290,Stub,60296000
27436,Claudio Burlando,Italy,771595610,Start,60296000
27437,Gelasio Caetani,Italy,771809360,Start,60296000
27438,Giovanni Malagodi,Italy,772784890,Start,60296000
27439,Mara Bizzotto,Italy,773012939,Stub,60296000
27440,Elisa De Berti,Italy,773022842,Stub,60296000
27441,Luciano Gasperini,Italy,773056915,Stub,60296000
27442,Graziano Girardi,Italy,773057602,Stub,60296000
27443,Giancarlo Scottà,Italy,773065536,Stub,60296000
27444,Stefano Stefani,Italy,773065598,Stub,60296000
27445,Giorgio Vido,Italy,773066857,Stub,60296000
27446,Raffaele Zanon,Italy,773066899,Stub,60296000
27447,Herbert Mayr,Italy,773260879,Stub,60296000
27448,Gaetano Saya,Italy,773272363,Stub,60296000
27449,Teodoro Cottrau,Italy,773594802,Stub,60296000
27450,Giacomo De Martino,Italy,774463701,Stub,60296000
27451,Giovanni Palamara,Italy,774877990,Stub,60296000
27452,Elisabetta Gardini,Italy,775270825,Start,60296000
27453,Alessandro Zan,Italy,775336274,Stub,60296000
27454,Vittorio Cecchi Gori,Italy,775595267,Stub,60296000
27455,Milly D'Abbraccio,Italy,776465351,Start,60296000
27456,Francesco Camero Medici,Italy,776577344,Stub,60296000
27457,Giovanni Cuomo,Italy,776702475,Stub,60296000
27458,Paolo Antonio Soderini,Italy,777053038,Start,60296000
27459,Bartolomeo Scala,Italy,777203480,Stub,60296000
27460,Giuliano Poletti,Italy,777287318,Stub,60296000
27461,Costantino Lazzari,Italy,778224098,Stub,60296000
27462,Tito Oro Nobili,Italy,778224323,Stub,60296000
27463,Ivan Matteo Lombardo,Italy,778225182,Stub,60296000
27464,Valdo Spini,Italy,778226323,Start,60296000
27465,Domenico Leccisi,Italy,778985916,Start,60296000
27466,Carlo Favagrossa,Italy,779133216,Stub,60296000
27467,Barbara Spinelli,Italy,779299983,Stub,60296000
27468,Giuseppe Prina,Italy,779587900,Start,60296000
27469,Leone Azzali,Italy,780299874,Stub,60296000
27470,Leopoldo Baracco,Italy,780308623,Stub,60296000
27471,Linda Lanzillotta,Italy,780616008,Start,60296000
27472,Lorenza Bonaccorsi,Italy,781013357,Start,60296000
27473,Mercurino Gattinara,Italy,781180036,B,60296000
27474,Alessandro Contini-Bonacossi,Italy,781444892,Start,60296000
27475,Riccardo Zanella,Italy,781539465,Start,60296000
27476,Baldassarre Bonaiuti,Italy,781751332,C,60296000
27477,Giuseppe Volpi,Italy,781985076,Start,60296000
27478,List of governors of the Province of Zara,Italy,781985555,Start,60296000
27479,List of prefects of the Province of Istria,Italy,781985625,Stub,60296000
27480,Gabriele Adorno,Italy,782063768,Stub,60296000
27481,Lorenzo Ornaghi,Italy,782294345,Stub,60296000
27482,Ludovico Camangi,Italy,782513230,Stub,60296000
27483,Luigi Porro Lambertenghi,Italy,782525942,Stub,60296000
27484,Luis Durnwalder,Italy,782532247,Start,60296000
27485,Athina Cenci,Italy,782547136,Start,60296000
27486,Rambertino Buvalelli,Italy,783106668,C,60296000
27487,Pina Picierno,Italy,783115148,Start,60296000
27488,Marco Fedi,Italy,783384312,Stub,60296000
27489,Marco Reguzzoni,Italy,783388567,Start,60296000
27490,Mario Beccaria,Italy,783533626,Stub,60296000
27491,Mario Catania,Italy,783534851,Stub,60296000
27492,Mario Zotta,Italy,783545303,Stub,60296000
27493,Marisa Abbondanzieri,Italy,783553798,Stub,60296000
27494,Ettore Beggiato,Italy,783635394,Start,60296000
27495,Bartolomeo II della Scala,Italy,783889378,Stub,60296000
27496,Matteo Agosta,Italy,784003818,Stub,60296000
27497,Renzo De Felice,Italy,784047394,Start,60296000
27498,Giuseppe Falcomatà,Italy,784509082,Stub,60296000
27499,Domingo Belgrano,Italy,784613462,Start,60296000
27500,Leopoldo Franchetti,Italy,784731584,C,60296000
27501,"Luigi, Count Cibrario",Italy,784756298,Start,60296000
27502,Renzo Rabellino,Italy,785072485,Start,60296000
27503,Rocco Girlanda,Italy,785147695,Stub,60296000
27504,Francesco Carrara (jurist),Italy,785271992,Start,60296000
27505,Ettore Romoli,Italy,785491956,Stub,60296000
27506,Nicola Ottaviani,Italy,785497645,Stub,60296000
27507,Almerigo Grilz,Italy,785594749,Start,60296000
27508,Luigi Maria Bossi,Italy,785841359,Stub,60296000
27509,Giovanni Bacci,Italy,785945697,Stub,60296000
27510,Giancarlo Galan,Italy,786066918,Start,60296000
27511,Massimo Giorgetti,Italy,786067083,Stub,60296000
27512,Marino Finozzi,Italy,786067137,Stub,60296000
27513,Maria Luisa Coppola,Italy,786067170,Stub,60296000
27514,Giancarlo Conta,Italy,786067202,Stub,60296000
27515,Stefano Valdegamberi,Italy,786067416,Start,60296000
27516,Remo Sernagiotto,Italy,786067639,Stub,60296000
27517,Davide Bendinelli,Italy,786067746,Stub,60296000
27518,Manuela Lanzarin,Italy,786068024,Stub,60296000
27519,Massimo Federici,Italy,786201676,Stub,60296000
27520,Francesco Picardi,Italy,786221082,Stub,60296000
27521,Piero Gobetti,Italy,786494932,Start,60296000
27522,Riccardo Nencini,Italy,786681534,Stub,60296000
27523,Saverio Fava,Italy,787021647,Start,60296000
27524,Piero Ginori Conti,Italy,787138253,Start,60296000
27525,Silvius Magnago,Italy,787154490,Start,60296000
27526,Lorenzo Cesa,Italy,787283642,Start,60296000
27527,Marco Follini,Italy,787284943,Start,60296000
27528,Michela Montevecchi,Italy,787305410,Stub,60296000
27529,Giuseppe Montanelli,Italy,787312503,Start,60296000
27530,Altero Matteoli,Italy,787333649,Stub,60296000
27531,Andrea Ronchi,Italy,787344446,Start,60296000
27532,Lorenzo Dellai,Italy,787437957,Start,60296000
27533,Giovanni Pellegrino,Italy,787506234,Start,60296000
27534,Federico Pizzarotti,Italy,787545258,Start,60296000
27535,Adriano Tilgher (politician),Italy,787732228,Start,60296000
27536,Oldrado da Tresseno,Italy,787845515,Start,60296000
27537,Alberto Ronchey,Italy,787849340,Start,60296000
27538,Carlo Filangieri,Italy,787875617,Start,60296000
27539,Francesco Saverio Salfi,Italy,787928553,Stub,60296000
27540,Gianfranco Rotondi,Italy,788176592,Start,60296000
27541,Simon Doria,Italy,788271591,Start,60296000
27542,"Sir John Acton, 6th Baronet",Italy,788286666,C,60296000
27543,Francesco Guicciardini (politician),Italy,788298055,Stub,60296000
27544,Tommaso Corsini,Italy,788317590,Stub,60296000
27545,Lorenzo Ginori Lisci,Italy,788319626,Stub,60296000
27546,Antonello Petrucci,Italy,788367939,Start,60296000
27547,Angelo Acciaioli di Cassano,Italy,788431791,Stub,60296000
27548,Michele Steno,Italy,788432611,Start,60296000
27549,Galeazzo Visconti (envoy),Italy,788432686,Stub,60296000
27550,Sandro Gozi,Italy,788531314,C,60296000
27551,Ormanno Tedici,Italy,788593417,Stub,60296000
27552,Simone Petrangeli,Italy,788633388,Stub,60296000
27553,Mario Borghezio,Italy,788777146,C,60296000
27554,Pierre Carniti,Italy,788777241,Stub,60296000
27555,Pino Rauti,Italy,788777251,B,60296000
27556,Marco Formentini (politician),Italy,788777316,Stub,60296000
27557,Margherita Boniver,Italy,788777370,Stub,60296000
27558,Adelaide Aglietta,Italy,788777380,Stub,60296000
27559,Nereo Laroni,Italy,788777405,Stub,60296000
27560,Dacia Valent,Italy,788777432,C,60296000
27561,Pancrazio De Pasquale,Italy,788777473,Stub,60296000
27562,Filippo Amedeo,Italy,788778563,Stub,60296000
27563,Ettore Sacchi,Italy,788779036,Start,60296000
27564,Felice Cavallotti,Italy,788779038,Start,60296000
27565,Giovanni Bovio,Italy,788779066,Stub,60296000
27566,Umberto Ambrosoli,Italy,788859258,Stub,60296000
27567,Leopoldo Zunini,Italy,789019492,Stub,60296000
27568,Andrea Maffei,Italy,789055482,Start,60296000
27569,Angelo Vaccarezza,Italy,789209486,Stub,60296000
27570,Salvatore Lauricella,Italy,789260871,Stub,60296000
27571,Isabella Adinolfi,Italy,789261984,Stub,60296000
27572,Mario Baccini,Italy,789262004,Start,60296000
27573,Carlo Bon Compagni di Mombello,Italy,789262051,Stub,60296000
27574,Giovanni Battista Borea d'Olmo,Italy,789262058,Stub,60296000
27575,Carlo Cadorna,Italy,789262068,Start,60296000
27576,Raffaele Cappelli,Italy,789262079,Stub,60296000
27577,Luca Ceriscioli,Italy,789262088,Stub,60296000
27578,Angelo Maria Cicolani,Italy,789262101,Stub,60296000
27579,Aldo Finzi (politician),Italy,789262278,Stub,60296000
27580,Gabriella Giammanco,Italy,789262301,Stub,60296000
